OBJECTID,Cluster,Edge,var1,var2,BiT,p_sim,p_value,pattern005,pattern001,pattern0001
367,9,1,0.278,0.278,1.5517823374695836,0.418,0.418,NS,NS,NS
368,0,0,1.906973255,3.54022429,4.2461040626539805,0.517,0.483,NS,NS,NS
369,6,1,1.0,0.278,2.3082472035798522,0.599,0.401,NS,NS,NS
370,6,0,1.0,0.278,1.0037869584265877,0.238,0.238,NS,NS,NS
371,6,0,1.0,0.278,1.0037869584265877,0.255,0.255,NS,NS,NS
372,6,0,1.0,0.278,1.0037869584265877,0.243,0.243,NS,NS,NS
373,6,1,1.0,0.278,1.9440215723299998,0.543,0.45699999999999996,NS,NS,NS
374,0,0,0.159109248,0.71581242,1.2350583678528562,0.454,0.454,NS,NS,NS
375,3,1,3.6,0.278,10.203694000689639,0.958,0.04200000000000004,neg_cluster,NS,NS
376,3,0,3.6,0.278,15.799816215460945,0.995,0.0050000000000000044,neg_cluster,neg_cluster,NS
377,3,0,3.6,0.278,15.799816215460945,0.99,0.010000000000000009,neg_cluster,neg_cluster,NS
378,3,0,3.6,0.278,15.799816215460945,0.993,0.007000000000000006,neg_cluster,neg_cluster,NS
379,3,1,3.6,0.278,10.936954326331332,0.96,0.040000000000000036,neg_cluster,NS,NS
380,0,0,3.57382481,0.4789712,2.773993998518242,0.725,0.275,NS,NS,NS
381,0,0,5.347291496,0.7152806,0.6782547061197859,0.087,0.087,NS,NS,NS
382,0,0,1.576161751,5.98246865,5.933526903992591,0.178,0.178,NS,NS,NS
383,9,1,0.278,0.278,2.099285036938692,0.513,0.487,NS,NS,NS
384,9,0,0.278,0.278,0.03108543945695892,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
385,9,0,0.278,0.278,0.03108543945695892,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
386,9,1,0.278,0.278,0.18894376686310327,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
387,0,0,1.693774209,0.53829167,1.556993658958465,0.354,0.354,NS,NS,NS
388,0,0,1.976817401,2.68842674,2.5461430858328944,0.255,0.255,NS,NS,NS
389,6,1,1.0,0.278,1.413736902207195,0.409,0.409,NS,NS,NS
390,6,0,1.0,0.278,1.0037869584265877,0.25,0.25,NS,NS,NS
391,6,0,1.0,0.278,1.0037869584265877,0.248,0.248,NS,NS,NS
392,6,1,1.0,0.278,1.1965291292482605,0.324,0.324,NS,NS,NS
393,0,0,2.219866097,1.84055413,2.2513635169112045,0.377,0.377,NS,NS,NS
394,0,0,2.75255106,1.26025436,4.207364593413436,0.877,0.123,NS,NS,NS
395,3,1,3.6,0.278,13.190100197558808,0.972,0.028000000000000025,neg_cluster,NS,NS
396,3,0,3.6,0.278,15.799816215460945,0.987,0.013000000000000012,neg_cluster,NS,NS
397,3,0,3.6,0.278,15.799816215460945,0.99,0.010000000000000009,neg_cluster,neg_cluster,NS
398,3,1,3.6,0.278,11.494507578596805,0.96,0.040000000000000036,neg_cluster,NS,NS
399,0,0,0.816693246,1.39040952,2.6484618621434657,0.88,0.12,NS,NS,NS
400,0,0,0.760978316,1.63946259,1.205211654214486,0.473,0.473,NS,NS,NS
401,0,0,0.641719932,1.85102395,0.9186650738748193,0.176,0.176,NS,NS,NS
402,9,1,0.278,0.278,0.24312213959255155,0.003,0.003,pos_cluster,pos_cluster,NS
403,9,1,0.278,0.278,0.9946338070044135,0.232,0.232,NS,NS,NS
404,9,1,0.278,0.278,1.142871394861783,0.297,0.297,NS,NS,NS
405,0,0,2.040436003,0.69649561,0.8322866296302168,0.11,0.11,NS,NS,NS
406,0,0,0.790016205,2.56445785,0.7787480684508397,0.05,0.05,pos_cluster,NS,NS
407,0,0,0.547951503,1.54418073,1.3307588527909686,0.414,0.414,NS,NS,NS
408,6,1,1.0,0.278,0.866231721163542,0.183,0.183,NS,NS,NS
409,6,1,1.0,0.278,0.8561063309552124,0.194,0.194,NS,NS,NS
410,6,1,1.0,0.278,0.9874604117496765,0.265,0.265,NS,NS,NS
411,0,0,0.4378795,3.18994845,1.7258636463432366,0.192,0.192,NS,NS,NS
412,0,0,0.477006316,0.96089289,2.173525153040044,0.669,0.33099999999999996,NS,NS,NS
413,0,0,3.332041833,1.8069652,5.410306176156681,0.89,0.10999999999999999,NS,NS,NS
414,3,1,3.6,0.278,9.459855854676606,0.93,0.06999999999999995,NS,NS,NS
415,3,1,3.6,0.278,10.798963163409056,0.958,0.04200000000000004,neg_cluster,NS,NS
416,3,1,3.6,0.278,8.736854075988564,0.929,0.07099999999999995,NS,NS,NS
417,0,0,0.906663836,0.14219652,3.9147364175864103,0.833,0.16700000000000004,NS,NS,NS
418,0,0,0.753196289,13.1360257,4.096110019836331,0.247,0.247,NS,NS,NS
419,0,0,0.705985797,4.6060579,0.9191424232621402,0.435,0.435,NS,NS,NS
420,0,0,0.687251703,0.67769394,0.19950078976298144,0.099,0.099,NS,NS,NS
421,0,0,0.67322737,0.68282609,0.1714600520069246,0.063,0.063,NS,NS,NS
422,0,0,0.173739086,2.03491216,0.5756220253757498,0.165,0.165,NS,NS,NS
423,0,0,3.354303452,1.67467016,2.9269808453049917,0.74,0.26,NS,NS,NS
424,0,0,0.355498408,1.29518926,0.9402286811080278,0.536,0.46399999999999997,NS,NS,NS
425,0,0,2.119669961,1.72108541,0.8742848024541898,0.117,0.117,NS,NS,NS
426,0,0,2.66142076,0.37639688,2.11448878559828,0.557,0.44299999999999995,NS,NS,NS
427,0,0,5.509691715,1.31945093,3.398694671145516,0.541,0.45899999999999996,NS,NS,NS
428,0,0,2.143497961,1.14069987,0.9363180284286845,0.382,0.382,NS,NS,NS
429,0,0,1.10386536,0.38734467,0.47118390002752836,0.218,0.218,NS,NS,NS
430,0,0,1.193808203,1.75464664,0.9099742422526735,0.392,0.392,NS,NS,NS
431,0,0,1.050430015,1.06200826,0.3857297154936154,0.275,0.275,NS,NS,NS
432,0,0,4.305461669,1.22938254,2.1808607933751194,0.464,0.464,NS,NS,NS
433,0,0,0.49496123,1.5714687,1.128471357228551,0.572,0.42800000000000005,NS,NS,NS
434,0,0,0.286993562,0.42931148,0.5521849901470511,0.315,0.315,NS,NS,NS
435,0,0,0.526861729,5.04940361,5.446620954312673,0.717,0.28300000000000003,NS,NS,NS
436,0,0,0.345157255,4.85092524,5.593506235721413,0.702,0.29800000000000004,NS,NS,NS
437,0,0,0.915780755,0.78755645,0.5695974742361487,0.626,0.374,NS,NS,NS
