OBJECTID,var1,var2,BiT,p_sim,p_value,pattern005,pattern001,pattern0001
188,50,41.77,1.0553107309542011,0.053,0.053,NS,NS,NS
189,29,39.02,0.9751295226529865,0.003,0.003,pos_cluster,pos_cluster,NS
190,21,50.41,2.325575216877456,0.198,0.198,NS,NS,NS
191,62,62.5,3.946437202430425,0.052,0.052,NS,NS,NS
192,14,24.86,0.21844506256077592,0.003,0.003,pos_cluster,pos_cluster,NS
193,36,14.29,11.835079210915895,0.768,0.23199999999999998,NS,NS,NS
194,77,63.16,2.017893007779208,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
195,16,36.36,1.4650892312497836,0.012,0.012,pos_cluster,NS,NS
196,46,55.91,1.6598836004641224,0.066,0.066,NS,NS,NS
197,58,76.36,1.3235396899616152,0.005,0.005,pos_cluster,pos_cluster,NS
198,75,89.13,2.5751665079153034,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
199,77,79.49,1.7409668268857352,0.018,0.018,pos_cluster,NS,NS
200,65,27.27,6.18973343211383,0.709,0.29100000000000004,NS,NS,NS
201,91,79.03,1.5875284642518006,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
202,44,46.62,2.5436740688004806,0.107,0.107,NS,NS,NS
203,73,55.56,5.512388532306583,0.089,0.089,NS,NS,NS
204,42,27.84,1.5081633208468603,0.045,0.045,pos_cluster,NS,NS
205,26,20.55,1.0714210851440498,0.002,0.002,pos_cluster,pos_cluster,NS
206,60,55.56,5.7334337124511086,0.26,0.26,NS,NS,NS
207,88,95.65,4.962517480760114,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
208,75,86.96,1.855909441411368,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
209,69,83.87,1.002538939592521,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
210,51,56.6,3.2885801889749113,0.078,0.078,NS,NS,NS
211,52,24.24,12.364882096625834,0.888,0.11199999999999999,NS,NS,NS
212,18,41.56,2.0675107494559777,0.047,0.047,pos_cluster,NS,NS
213,45,41.49,2.037589096379936,0.249,0.249,NS,NS,NS
214,66,77.42,3.2904679708776428,0.014,0.014,pos_cluster,NS,NS
215,16,38.75,1.6990478123117654,0.009,0.009,pos_cluster,pos_cluster,NS
216,62,53.42,0.9466232313854025,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
217,44,30.99,2.2163704759306175,0.133,0.133,NS,NS,NS
218,31,39.83,0.7314423924794231,0.021,0.021,pos_cluster,NS,NS
219,44,42.11,1.7886246694282453,0.044,0.044,pos_cluster,NS,NS
220,26,36.36,0.43268329822662926,0.002,0.002,pos_cluster,pos_cluster,NS
221,77,32.86,4.541184639286597,0.49,0.49,NS,NS,NS
222,46,50.57,1.6385019119663022,0.012,0.012,pos_cluster,NS,NS
223,44,47.56,1.873679863341212,0.105,0.105,NS,NS,NS
224,59,64.56,1.4668838087792144,0.002,0.002,pos_cluster,pos_cluster,NS
225,20,30.18,3.2588568688518267,0.014,0.014,pos_cluster,NS,NS
226,80,75.0,12.717068404978999,0.141,0.141,NS,NS,NS
227,27,38.26,0.6802701620812733,0.009,0.009,pos_cluster,pos_cluster,NS
228,17,34.48,1.1565758591838045,0.007,0.007,pos_cluster,pos_cluster,NS
229,37,35.29,0.8948847596504426,0.02,0.02,pos_cluster,NS,NS
230,82,82.81,1.370508497801835,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
231,33,43.28,0.28565523149170974,0.033,0.033,pos_cluster,NS,NS
232,33,40.0,0.30709618603336225,0.008,0.008,pos_cluster,pos_cluster,NS
233,36,22.81,0.8048916208767574,0.024,0.024,pos_cluster,NS,NS
234,34,40.0,4.404671651396823,0.15,0.15,NS,NS,NS
235,16,22.5,3.3983239031822476,0.017,0.017,pos_cluster,NS,NS
236,19,32.39,0.5110587336323906,0.014,0.014,pos_cluster,NS,NS
237,5,17.65,0.6445278900339354,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
238,52,39.29,3.00914647123619,0.031,0.031,pos_cluster,NS,NS
239,44,45.76,0.9373584240531146,0.009,0.009,pos_cluster,pos_cluster,NS
240,58,57.14,1.6311038621330798,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
241,66,68.57,0.82957986490581,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
242,56,33.33,15.019236486934453,0.953,0.04700000000000004,neg_cluster,NS,NS
243,73,83.82,2.3518485580823087,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
244,63,72.99,2.459363715103936,0.187,0.187,NS,NS,NS
245,56,64.95,1.8849317108115868,0.005,0.005,pos_cluster,pos_cluster,NS
246,18,27.07,0.5393022441536487,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
247,15,36.99,11.225441675806819,0.626,0.374,NS,NS,NS
248,23,27.82,2.8983177264051894,0.011,0.011,pos_cluster,NS,NS
249,40,56.63,1.9919889042861572,0.127,0.127,NS,NS,NS
250,72,74.32,2.409838647210453,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
251,64,75.76,0.8640502767405827,0.002,0.002,pos_cluster,pos_cluster,NS
252,43,28.85,6.289805740285483,0.393,0.393,NS,NS,NS
253,46,41.94,1.5101498718847615,0.016,0.016,pos_cluster,NS,NS
254,36,47.62,1.2004186251489262,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
255,37,53.88,2.4929024534297533,0.058,0.058,NS,NS,NS
256,27,42.86,0.5117228221856321,0.024,0.024,pos_cluster,NS,NS
257,65,73.97,1.3978925787458236,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
258,17,29.07,1.0337843675730318,0.013,0.013,pos_cluster,NS,NS
259,14,40.48,0.9378797105155985,0.109,0.109,NS,NS,NS
260,49,28.89,3.9829988812104267,0.029,0.029,pos_cluster,NS,NS
261,47,40.43,1.5087736580925417,0.044,0.044,pos_cluster,NS,NS
262,86,23.33,21.7746127154714,0.994,0.006000000000000005,neg_cluster,neg_cluster,NS
263,46,33.33,6.8370875306489705,0.563,0.43700000000000006,NS,NS,NS
264,43,50.0,0.3990654452781164,0.006,0.006,pos_cluster,pos_cluster,NS
265,49,48.78,0.7238780072608794,0.007,0.007,pos_cluster,pos_cluster,NS
266,50,35.71,2.772948567928691,0.114,0.114,NS,NS,NS
267,42,51.85,1.0754869142873806,0.033,0.033,pos_cluster,NS,NS
268,14,28.09,3.892040692768065,0.027,0.027,pos_cluster,NS,NS
269,34,37.5,1.2179636415598059,0.052,0.052,NS,NS,NS
270,28,35.06,0.882737066988238,0.009,0.009,pos_cluster,pos_cluster,NS
271,29,34.65,2.566929961942846,0.093,0.093,NS,NS,NS
272,71,80.65,0.6479410188017575,0.006,0.006,pos_cluster,pos_cluster,NS
273,6,42.42,5.670429766831068,0.163,0.163,NS,NS,NS
274,42,51.19,1.6870417871896082,0.003,0.003,pos_cluster,pos_cluster,NS
275,73,53.49,0.939677657377938,0.018,0.018,pos_cluster,NS,NS
276,36,57.36,1.5822029693622897,0.091,0.091,NS,NS,NS
277,25,24.29,5.111233943236012,0.034,0.034,pos_cluster,NS,NS
278,9,23.44,1.3627658853929812,0.022,0.022,pos_cluster,NS,NS
279,5,18.92,0.48298190788401624,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
